46, 43, 41, 47, 129, 131, 127, 52, 
46, 48, 36, 46, 129, 131, 127, 51, 
57, 51, 33, 35, 130, 131, 127, 52, 
45, 38, 47, 47, 131, 133, 127, 56, 
49, 42, 42, 44, 130, 132, 127, 54, 
49, 47, 36, 44, 130, 131, 127, 52, 
43, 52, 32, 49, 129, 131, 127, 51, 
45, 42, 42, 47, 131, 131, 127, 53, 
64, 46, 38, 29, 133, 132, 127, 57, 
48, 49, 34, 45, 131, 131, 127, 53, 
46, 42, 42, 46, 131, 131, 127, 53, 
64, 46, 38, 29, 133, 132, 127, 57, 
47, 44, 40, 45, 133, 134, 127, 58, 
50, 49, 35, 43, 132, 134, 127, 58, 
49, 50, 34, 44, 130, 131, 127, 53, 
48, 41, 44, 44, 130, 130, 127, 52, 
55, 54, 30, 37, 131, 132, 127, 54, 
48, 40, 44, 45, 130, 132, 127, 54, 
45, 44, 40, 47, 130, 132, 127, 53, 
51, 55, 29, 42, 130, 132, 127, 54, 
49, 53, 32, 43, 129, 130, 127, 51, 
48, 48, 36, 45, 129, 131, 127, 52, 
46, 46, 38, 47, 133, 133, 127, 58, 
48, 40, 44, 44, 133, 133, 127, 57, 
54, 58, 26, 38, 132, 134, 127, 57, 
44, 52, 32, 48, 130, 131, 127, 52, 
45, 47, 36, 48, 130, 131, 127, 52, 
40, 35, 49, 52, 130, 132, 127, 53, 
49, 52, 32, 43, 129, 131, 127, 51, 
48, 52, 32, 45, 130, 128, 127, 50, 
46, 40, 43, 47, 131, 129, 127, 51, 
45, 37, 47, 47, 132, 132, 127, 55, 
42, 44, 40, 51, 132, 131, 127, 55, 
44, 47, 37, 48, 133, 133, 127, 57, 
49, 52, 32, 44, 131, 130, 127, 53, 
47, 43, 41, 45, 129, 128, 127, 48, 
61, 61, 23, 31, 131, 131, 127, 53, 
48, 39, 45, 45, 131, 131, 127, 54, 
48, 43, 41, 44, 130, 132, 127, 53, 
49, 42, 42, 43, 132, 134, 127, 57, 
48, 42, 42, 44, 131, 133, 127, 55, 
44, 34, 50, 48, 129, 131, 127, 51, 
57, 59, 24, 35, 129, 130, 127, 49, 
47, 39, 45, 45, 129, 131, 127, 51, 
49, 33, 55, 48, 129, 131, 127, 60, 
52, 55, 33, 44, 128, 130, 127, 57, 
51, 44, 48, 50, 128, 130, 127, 66, 
53, 40, 52, 48, 128, 128, 127, 64, 
57, 54, 41, 49, 128, 127, 127, 71, 
64, 56, 40, 42, 129, 127, 127, 73, 
61, 47, 57, 52, 130, 128, 127, 90, 
59, 54, 49, 54, 133, 132, 127, 96, 
56, 53, 52, 60, 136, 136, 127, 108, 
61, 45, 60, 54, 136, 140, 127, 111, 
64, 54, 51, 51, 137, 141, 127, 113, 
60, 48, 57, 55, 137, 137, 127, 109, 
61, 49, 56, 55, 136, 137, 127, 109, 
58, 50, 55, 57, 135, 133, 127, 103, 
58, 51, 53, 58, 135, 137, 127, 107, 
82, 100, 5, 33, 137, 136, 127, 108, 
66, 76, 29, 49, 136, 139, 127, 110, 
60, 69, 35, 56, 135, 137, 127, 107, 
62, 57, 57, 64, 137, 136, 127, 128, 
68, 58, 57, 58, 137, 133, 127, 126, 
68, 54, 61, 58, 135, 132, 127, 123, 
78, 73, 41, 48, 136, 135, 127, 126, 
61, 57, 57, 65, 135, 136, 127, 126, 
61, 59, 55, 65, 134, 135, 127, 124, 
68, 60, 56, 61, 133, 137, 127, 130, 
69, 56, 67, 67, 133, 137, 127, 144, 
64, 62, 62, 72, 131, 137, 127, 143, 
70, 67, 57, 66, 129, 137, 127, 141, 
69, 64, 60, 68, 130, 137, 127, 143, 
72, 61, 63, 64, 130, 136, 127, 141, 
66, 65, 60, 70, 130, 136, 127, 142, 
73, 73, 51, 64, 129, 136, 127, 141, 
71, 77, 47, 65, 128, 136, 127, 139, 
71, 71, 59, 71, 129, 134, 127, 150, 
76, 75, 54, 67, 130, 134, 127, 151, 
70, 81, 49, 72, 131, 133, 127, 151, 
78, 70, 59, 66, 130, 135, 127, 153, 
75, 70, 59, 68, 130, 135, 127, 152, 
75, 58, 71, 68, 131, 135, 127, 153, 
77, 85, 50, 72, 130, 135, 127, 164, 
70, 77, 58, 79, 129, 136, 127, 164, 
75, 79, 56, 74, 129, 135, 127, 163, 
76, 77, 58, 74, 130, 135, 127, 165, 
80, 72, 63, 70, 130, 133, 127, 163, 
78, 66, 69, 71, 129, 133, 127, 161, 
84, 73, 68, 72, 129, 132, 127, 173, 
75, 73, 68, 81, 129, 134, 127, 175, 
80, 73, 69, 75, 129, 133, 127, 174, 
74, 75, 66, 81, 129, 133, 127, 173, 
80, 73, 68, 76, 129, 133, 127, 174, 
73, 75, 66, 82, 129, 133, 127, 173, 
77, 77, 65, 79, 129, 133, 127, 175, 
83, 70, 70, 73, 128, 134, 127, 173, 
88, 77, 64, 68, 130, 133, 127, 175, 
87, 71, 71, 68, 129, 133, 127, 174, 
77, 79, 62, 78, 129, 133, 127, 173, 
68, 84, 57, 87, 128, 133, 127, 172, 
76, 69, 72, 80, 128, 132, 127, 172, 
86, 77, 64, 71, 128, 132, 127, 173, 
79, 84, 58, 76, 128, 133, 127, 173, 
90, 67, 74, 66, 129, 132, 127, 173, 
74, 77, 65, 81, 128, 133, 127, 173, 
83, 67, 74, 72, 129, 134, 127, 174, 
81, 72, 69, 75, 130, 135, 127, 177, 
82, 82, 59, 74, 130, 133, 127, 175, 
83, 77, 64, 73, 129, 133, 127, 174, 
111, 113, 85, 106, 128, 133, 128, 36, 
108, 98, 99, 111, 129, 133, 127, 37, 
118, 94, 102, 103, 128, 130, 127, 34, 
112, 98, 98, 108, 128, 128, 125, 29, 
140, 133, 120, 144, 128, 128, 124, 149, 
138, 129, 125, 144, 130, 132, 124, 154, 
143, 149, 106, 138, 130, 142, 126, 166, 
145, 126, 127, 138, 133, 148, 127, 176, 
148, 140, 110, 139, 130, 144, 124, 167, 
148, 141, 105, 143, 125, 141, 120, 155, 
143, 136, 107, 151, 127, 138, 115, 149, 
132, 131, 110, 164, 133, 129, 107, 138, 
