0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
0, 0, 0, 0, 128, 131, 127, 130, 
